,First_pokemon,Second_pokemon,Winner,Loser,Winner Type 1,Winner Type 2,Winner Total,Loser Type 1,Loser Type 2,Loser Total,Winner stat higher than Loser,Winner Effectiveness against Loser,Winner Name
29313,684,235,235,684,normal,,250,fairy,,341,FALSE,1,Teddiursa
29314,496,8,8,496,water,,405,grass,,413,FALSE,2,Mega Charizard X
29315,682,92,682,92,fairy,,341,ghost,poison,310,TRUE,2,Mienshao
29316,239,257,257,239,fire,fight,630,electric,,360,TRUE,1,Hitmontop
29317,637,762,637,762,bug,fire,550,grass,,290,TRUE,0.25,Gothorita
29318,691,304,691,304,poison,dragon,494,steel,rock,330,TRUE,1,Vullaby
29319,754,62,754,62,grass,,480,water,fight,510,FALSE,0.5,Aromatisse
29320,789,230,230,789,water,dragon,540,psychic,,200,TRUE,1,Mega Scizor
29321,413,509,413,509,bug,grass,424,dark,,281,TRUE,1,Metagross
29322,299,737,737,299,bug,electric,400,rock,,375,TRUE,2,Pyroar
29323,298,360,298,360,normal,fairy,190,psychic,,260,FALSE,1,Nuzleaf
29324,226,793,793,226,rock,poison,570,water,flying,485,TRUE,1,Xerneas
29325,406,234,234,406,normal,,465,grass,poison,280,TRUE,1,Sneasel
29326,753,613,613,753,ice,,305,grass,,250,TRUE,1,Krokorok
29327,397,23,23,397,poison,,288,normal,flying,340,FALSE,1,Pidgeot
29328,762,649,649,762,bug,steel,600,grass,,290,TRUE,0.25,Emolga
29329,336,661,336,661,poison,,458,normal,flying,278,TRUE,1,Medicham
29330,537,495,495,537,grass,,308,water,ground,509,FALSE,0.25,Mega Garchomp
29331,194,783,783,194,dragon,fight,420,water,ground,210,TRUE,0.5,Pumpkaboo Large Size
29332,520,754,520,754,normal,flying,358,grass,,480,FALSE,0.5,Togekiss
29333,800,757,800,757,psychic,,600,poison,fire,320,TRUE,1,Volcanion
29334,482,607,607,482,ghost,fire,275,psychic,,580,FALSE,1,Cottonee
29335,108,426,426,108,ghost,flying,498,normal,,385,TRUE,0,Rayquaza
29336,787,197,787,197,grass,fairy,570,dark,,525,TRUE,0.5,Gourgeist Large Size
29337,489,74,74,489,rock,ground,300,water,,480,FALSE,4,Machoke
29338,173,384,384,173,dragon,flying,780,fairy,,218,TRUE,2,Castform
29339,175,304,175,304,fairy,,245,steel,rock,330,FALSE,2,Feraligatr
29340,723,667,723,667,grass,flying,420,fire,normal,369,TRUE,2,Braixen
29341,539,605,539,605,fight,,465,psychic,,335,TRUE,2,Mesprit
29342,413,325,413,325,bug,grass,424,psychic,,330,TRUE,1,Metagross
29343,569,534,534,569,fight,,505,poison,,474,TRUE,1,Wash Rotom
29344,140,681,681,140,steel,ghost,520,rock,water,355,TRUE,0.5,Mienfoo
29345,702,633,702,633,electric,fairy,431,dark,dragon,300,TRUE,0,Virizion
29346,118,400,400,118,normal,water,410,water,,320,TRUE,0.5,Sealeo
29347,455,453,453,455,poison,fight,300,grass,,454,FALSE,0.5,Roserade
29348,264,288,288,264,normal,,440,normal,,420,TRUE,1,Linoone
29349,281,301,301,281,normal,,400,psychic,fairy,278,TRUE,1,Swellow
29350,553,244,553,244,ground,dark,519,fire,,580,FALSE,1,Arceus
29351,389,647,647,389,water,fight,580,grass,ground,525,TRUE,2,Deerling
29352,537,680,680,537,steel,ghost,448,water,ground,509,FALSE,2,Stunfisk
29353,192,133,133,192,normal,,325,grass,,425,FALSE,1,Scyther
29354,52,597,597,52,grass,steel,305,normal,dark,290,TRUE,0.5,Palpitoad
29355,269,433,269,433,bug,poison,385,psychic,,285,TRUE,2,Mega Tyranitar
29356,796,531,531,796,normal,,545,electric,,570,FALSE,1,Froslass
29357,641,783,783,641,dragon,fight,420,flying,,580,FALSE,2,Pumpkaboo Large Size
29358,444,86,444,86,dragon,ground,410,water,,325,TRUE,1,Staraptor
29359,660,560,560,660,dark,fight,488,normal,ground,423,TRUE,1,Emboar
29360,592,581,581,592,water,flying,473,water,ghost,335,TRUE,0.5,Unfezant
29361,104,687,687,104,dark,psychic,482,ground,,320,TRUE,1,Bisharp
29362,552,253,552,253,ground,dark,351,grass,,405,FALSE,2,Shaymin Sky Forme
29363,4,212,212,4,bug,steel,600,fire,,309,TRUE,4,Espeon
29364,217,709,709,217,ghost,grass,474,normal,,500,FALSE,0,Landorus Incarnate Forme
29365,34,328,328,34,ground,,290,poison,ground,505,FALSE,0.5,Mega Sableye
29366,492,309,309,492,electric,,295,grass,grass,600,FALSE,1,Masquerain
29367,197,393,393,197,water,,314,dark,,525,FALSE,1,Absol
29368,524,675,524,675,rock,,280,fight,dark,495,FALSE,2,Gliscor
29369,516,748,516,748,water,,498,poison,water,495,TRUE,0.5,Rhyperior
29370,337,583,583,337,ice,,395,rock,psychic,460,FALSE,2,Zebstrika
29371,251,410,410,251,rock,steel,350,psychic,grass,600,FALSE,0.5,Mega Salamence
29372,563,52,563,52,ghost,,483,normal,dark,290,TRUE,0,Samurott
29373,464,448,448,464,fight,steel,625,ground,rock,535,TRUE,0.5,Kricketune
29374,325,10,325,10,psychic,,330,bug,,195,TRUE,2,Skitty
29375,454,727,727,454,fire,dark,530,poison,fight,490,TRUE,2,Greninja
29376,551,325,551,325,ground,dark,292,psychic,,330,FALSE,0,Shaymin Land Forme
29377,798,253,253,798,grass,,405,grass,steel,570,FALSE,0.5,Porygon2
29378,297,52,297,52,fight,,474,normal,dark,290,TRUE,0.5,Seedot
29379,524,525,524,525,rock,,280,rock,,390,FALSE,1,Gliscor
29380,234,779,234,779,normal,,465,water,psychic,475,FALSE,1,Sneasel
29381,749,228,228,749,dark,fire,330,ground,,385,FALSE,2,Qwilfish
29382,470,565,565,470,water,rock,495,grass,,525,FALSE,4,Watchog
29383,791,660,660,791,normal,ground,423,psychic,steel,680,FALSE,1,Ferrothorn
29384,790,281,281,790,psychic,fairy,278,psychic,,400,FALSE,0.5,Mudkip
29385,54,346,54,346,water,,320,rock,grass,495,FALSE,2,Venonat
29386,506,714,714,506,flying,dragon,245,normal,,275,FALSE,1,Keldeo Ordinary Forme
29387,137,606,606,137,psychic,,485,normal,,395,TRUE,1,Scolipede
29388,774,629,629,774,dark,flying,370,rock,flying,500,FALSE,2,Archeops
29389,598,470,598,470,grass,steel,489,grass,,525,FALSE,0.25,Seismitoad
29390,639,284,284,639,bug,flying,454,rock,fight,580,FALSE,1,Mega Swampert
29391,96,758,758,96,poison,fire,480,psychic,,328,TRUE,2,Malamar
29392,397,772,772,397,normal,,534,normal,flying,340,TRUE,1,Hawlucha
29393,642,663,663,642,fire,flying,499,electric,flying,580,FALSE,2,Klinklang
29394,659,237,237,659,fight,,455,normal,,237,TRUE,1,Slugma
29395,342,509,342,509,water,dark,468,dark,,281,TRUE,0.5,Minun
29396,212,705,705,212,dragon,,452,bug,steel,600,FALSE,1,Thundurus Incarnate Forme
29397,463,147,147,463,dragon,,300,normal,,515,FALSE,1,Jolteon
29398,151,581,581,151,water,flying,473,psychic,,600,FALSE,1,Unfezant
29399,200,693,693,200,water,,500,ghost,,435,TRUE,1,Heatmor
29400,464,715,715,464,flying,dragon,535,ground,rock,535,FALSE,0,Keldeo Resolute Forme
29401,744,787,787,744,grass,fairy,570,rock,,280,TRUE,1,Gourgeist Large Size
29402,704,403,704,403,dragon,,300,electric,,263,TRUE,0.5,Tornadus Therian Forme
29403,590,778,590,778,grass,poison,294,ghost,fairy,476,FALSE,0.5,Excadrill
29404,272,686,686,272,dark,psychic,288,water,grass,480,FALSE,1,Pawniard
29405,35,507,507,35,normal,,370,fairy,,323,TRUE,1,Finneon
29406,116,554,554,116,fire,,315,water,,295,TRUE,2,Victini
29407,769,596,596,769,bug,electric,472,ghost,ground,320,TRUE,1,Tympole
29408,213,460,213,460,bug,rock,505,grass,ice,594,FALSE,1,Umbreon
29409,714,140,714,140,flying,dragon,245,rock,water,355,FALSE,1,Keldeo Ordinary Forme
29410,360,337,337,360,rock,psychic,460,psychic,,260,TRUE,0.5,Mega Medicham
29411,429,345,429,345,ghost,,495,rock,grass,355,TRUE,1,Deoxys Normal Forme
29412,55,235,55,235,water,,500,normal,,250,TRUE,1,Venomoth
29413,581,733,581,733,water,flying,473,normal,flying,485,FALSE,1,Unfezant
29414,365,195,365,195,ice,water,530,water,ground,430,TRUE,0.5,Swablu
29415,579,572,572,579,normal,,300,psychic,,490,FALSE,1,Simisage
29416,715,619,715,619,flying,dragon,535,fight,,350,TRUE,0.5,Keldeo Resolute Forme
29417,559,440,559,440,dark,fight,348,normal,,220,TRUE,1,Pignite
29418,72,250,72,250,water,poison,335,fire,flying,680,FALSE,0.5,Mega Alakazam
29419,796,518,518,796,psychic,,487,electric,,570,FALSE,1,Electivire
29420,29,552,552,29,ground,dark,351,poison,,275,TRUE,0.5,Shaymin Sky Forme
29421,421,112,421,112,grass,,450,ground,rock,485,FALSE,0.5,Mega Latios
29422,404,138,138,404,rock,water,355,electric,,363,FALSE,2,Mega Pinsir
29423,705,53,705,53,dragon,,452,normal,dark,440,TRUE,1,Thundurus Incarnate Forme
29424,683,491,683,491,fairy,,462,dark,,600,FALSE,0.5,Druddigon
29425,705,364,705,364,dragon,,452,ice,water,410,TRUE,1,Thundurus Incarnate Forme
29426,104,439,104,439,ground,,320,psychic,fairy,310,TRUE,1,Onix
29427,14,311,311,14,electric,,405,bug,poison,205,TRUE,1,Breloom
29428,83,293,83,293,normal,flying,377,normal,,240,TRUE,1,Golem
29429,231,598,598,231,grass,steel,489,ground,,330,TRUE,1,Seismitoad
29430,237,385,385,237,steel,psychic,600,fight,,455,TRUE,1,Kecleon
29431,732,355,732,355,normal,flying,355,ghost,,295,TRUE,0,Talonflame
29432,139,341,139,341,rock,water,495,water,,308,TRUE,1,Tauros
29433,719,516,516,719,water,,498,rock,fairy,700,FALSE,1,Rhyperior
29434,58,400,58,400,fire,,350,normal,water,410,FALSE,2,Meowth
29435,173,440,440,173,normal,,220,fairy,,218,TRUE,1,Prinplup
29436,460,691,691,460,poison,dragon,494,grass,ice,594,FALSE,0.5,Vullaby
29437,338,634,634,338,dark,dragon,420,rock,psychic,460,FALSE,0,Minccino
29438,451,648,648,451,normal,psychic,600,poison,bug,330,TRUE,2,Sawsbuck
29439,621,320,320,621,water,,400,dragon,,485,FALSE,1,Exploud
29440,576,338,576,338,psychic,,490,rock,psychic,460,TRUE,0.5,Simipour
29441,592,615,615,592,ice,,515,water,ghost,335,TRUE,1,Darumaka
29442,235,535,535,235,water,,294,normal,,250,TRUE,1,Frost Rotom
29443,277,771,771,277,water,,410,normal,flying,455,FALSE,1,Sylveon
29444,645,716,716,645,fairy,,680,ground,flying,600,TRUE,1,Meloetta Aria Forme
29445,2,34,34,2,poison,ground,505,grass,poison,405,TRUE,0.25,Sandslash
29446,756,590,590,756,grass,poison,294,grass,fairy,405,FALSE,0.125,Excadrill
29447,331,435,435,331,poison,dark,479,grass,,335,TRUE,0.5,Torterra
29448,721,700,700,721,fairy,,525,fire,water,600,FALSE,1,Cobalion
29449,476,496,496,476,grass,,413,rock,steel,525,FALSE,1,Munchlax
29450,463,87,87,463,water,ice,475,normal,,515,FALSE,1,Slowbro
29451,366,649,649,366,bug,steel,600,water,,345,TRUE,1,Emolga
29452,195,422,422,195,water,,325,water,ground,430,FALSE,0.5,Kyogre
29453,274,784,274,784,grass,dark,340,dragon,fight,600,FALSE,2,Grovyle
29454,537,318,537,318,water,ground,509,water,dark,305,TRUE,1,Mow Rotom
29455,154,374,154,374,grass,,525,steel,psychic,300,TRUE,1,Aerodactyl
29456,52,292,52,292,normal,dark,290,bug,ghost,236,TRUE,0,Paras
29457,245,660,660,245,normal,ground,423,water,,580,FALSE,2,Ferrothorn
29458,233,495,495,233,grass,,308,normal,,515,FALSE,1,Mega Garchomp
29459,93,459,93,459,ghost,poison,405,grass,ice,334,TRUE,0.5,Dodrio
29460,619,780,780,619,normal,dragon,485,fight,,350,TRUE,2,Trevenant
29461,564,108,108,564,normal,,385,water,rock,355,TRUE,1,Kingler
29462,674,41,41,674,poison,flying,245,fight,,348,FALSE,0.25,Clefairy
29463,68,483,483,68,steel,dragon,680,fight,,505,TRUE,2,Stunky
29464,161,431,431,161,normal,,310,normal,,215,TRUE,1,Deoxys Defense Forme
29465,52,734,734,52,normal,,253,normal,dark,290,FALSE,1,Spewpa
29466,638,491,638,491,steel,fight,580,dark,,600,FALSE,0.5,Gothitelle
29467,305,723,723,305,grass,flying,420,steel,rock,430,FALSE,2,Braixen
29468,311,522,522,311,electric,,295,electric,,405,FALSE,0.5,Leafeon
29469,173,45,173,45,fairy,,218,grass,poison,490,FALSE,2,Totodile
29470,59,209,59,209,fire,,555,fairy,,300,TRUE,0.5,Persian
29471,770,459,770,459,ghost,ground,480,grass,ice,334,TRUE,4,Aurorus
29472,135,162,135,162,electric,,525,normal,,415,TRUE,1,Electabuzz
29473,638,147,147,638,dragon,,300,steel,fight,580,FALSE,1,Jolteon
29474,420,560,420,560,grass,,275,dark,fight,488,FALSE,1,Latios
29475,130,284,130,284,water,flying,640,bug,flying,454,TRUE,0.5,Staryu
29476,761,404,404,761,electric,,363,grass,,210,TRUE,1,Gorebyss
29477,335,131,131,335,water,ice,535,normal,,458,TRUE,1,Starmie
29478,334,568,568,334,poison,,329,dragon,flying,590,FALSE,1,Stoutland
29479,342,210,342,210,water,dark,468,fairy,,450,TRUE,2,Minun
29480,184,15,184,15,water,fairy,420,bug,poison,495,FALSE,1,Crobat
29481,635,344,635,344,dark,dragon,600,ground,psychic,500,TRUE,0,Cinccino
29482,214,436,214,436,bug,fight,600,steel,psychic,300,TRUE,2,Murkrow
29483,607,132,132,607,normal,,288,ghost,fire,275,TRUE,0,Mr. Mime
29484,666,230,230,666,water,dragon,540,bug,flying,411,TRUE,1,Mega Scizor
29485,734,140,734,140,normal,,253,rock,water,355,FALSE,1,Spewpa
29486,730,325,730,325,water,fairy,530,psychic,,330,TRUE,1,Fletchling
29487,86,65,65,86,psychic,,600,water,,325,TRUE,1,Arcanine
29488,203,472,472,203,ground,flying,510,normal,psychic,455,TRUE,1,Ambipom
29489,268,191,268,191,bug,,205,grass,,180,TRUE,0.5,Tyranitar
29490,485,760,760,485,normal,fight,500,fire,steel,600,FALSE,1,Barbaracle
29491,641,301,301,641,normal,,400,flying,,580,FALSE,1,Swellow
29492,776,290,776,290,fire,dragon,485,bug,ground,266,TRUE,1,Sliggoo
29493,596,707,707,596,steel,fairy,470,bug,electric,472,FALSE,0.25,Reshiram
29494,268,692,692,268,water,,330,bug,,205,TRUE,1,Mandibuzz
29495,434,733,434,733,poison,dark,329,normal,flying,485,FALSE,1,Grotle
29496,521,401,521,401,normal,flying,488,bug,,194,TRUE,0.5,Yanmega
29497,335,706,706,335,dragon,,600,normal,,458,TRUE,1,Thundurus Therian Forme
29498,462,451,451,462,poison,bug,330,electric,steel,535,FALSE,1,Luxray
29499,570,186,570,186,dark,,330,water,,500,FALSE,1,Liepard
29500,430,368,430,368,dark,flying,505,water,,485,TRUE,1,DeoxysAttack Forme
29501,140,234,234,140,normal,,465,rock,water,355,TRUE,1,Sneasel
29502,365,36,36,365,fairy,,483,ice,water,530,FALSE,1,Nidorina
29503,233,30,30,233,poison,,365,normal,,515,FALSE,1,Arbok
29504,127,262,127,262,bug,,600,dark,,420,TRUE,1,Seadra
29505,384,280,280,384,psychic,fairy,198,dragon,flying,780,FALSE,0,Mega Blaziken
29506,499,37,499,37,fire,fight,418,fire,ice,299,TRUE,0.25,Mega Lucario
29507,289,323,323,289,fire,ground,560,normal,,670,FALSE,1,Azurill
29508,280,174,280,174,psychic,fairy,198,normal,fairy,210,FALSE,1,Mega Blaziken
29509,408,44,44,408,grass,poison,395,rock,,350,TRUE,1,Ninetales
29510,498,507,498,507,fire,,308,normal,,370,FALSE,1,Lucario
29511,167,711,711,167,ghost,grass,494,bug,poison,250,TRUE,1,Kyurem
29512,118,784,784,118,dragon,fight,600,water,,320,TRUE,0.5,Pumpkaboo Super Size
29513,309,26,26,309,electric,electric,485,electric,,295,TRUE,0.5,Raticate
29514,783,133,133,783,normal,,325,dragon,fight,420,FALSE,2,Scyther
29515,172,189,172,189,electric,,205,grass,flying,460,FALSE,0.5,Typhlosion
29516,744,499,499,744,fire,fight,418,rock,,280,TRUE,1,Mega Lucario
29517,579,360,360,579,psychic,,260,psychic,,490,FALSE,0.5,Trapinch
29518,560,773,773,560,normal,,570,dark,fight,488,TRUE,2,Dedenne
29519,504,239,239,504,electric,,360,normal,,255,TRUE,1,Swinub
29520,548,617,548,617,grass,,280,bug,,495,FALSE,2,Phione
29521,362,377,362,377,ice,,580,rock,,580,FALSE,2,Flygon
29522,379,254,254,379,grass,,630,steel,,580,TRUE,1,Stantler
29523,391,554,554,391,fire,,315,fire,fight,405,FALSE,0.5,Victini
29524,694,577,694,577,electric,normal,289,psychic,,290,FALSE,1,Durant
29525,687,518,518,687,psychic,,487,dark,psychic,482,TRUE,1,Electivire
29526,635,552,552,635,ground,dark,351,dark,dragon,600,FALSE,0.5,Shaymin Sky Forme
29527,294,520,520,294,normal,flying,358,normal,,360,FALSE,1,Togekiss
29528,162,379,162,379,normal,,415,steel,,580,FALSE,1,Dragonite
29529,150,47,47,150,bug,grass,405,psychic,,780,FALSE,1,Zubat
29530,13,547,547,13,grass,fairy,480,bug,poison,195,TRUE,4,Cresselia
29531,155,328,155,328,fire,,309,ground,,290,TRUE,2,Mega Aerodactyl
29532,355,53,53,355,normal,dark,440,ghost,,295,TRUE,0,Parasect
29533,211,232,232,211,ground,,500,water,poison,440,TRUE,1,Heracross
29534,102,25,25,102,electric,,320,grass,psychic,325,FALSE,1,Rattata
29535,34,731,731,34,normal,flying,265,poison,ground,505,FALSE,0,Fletchinder
29536,570,572,570,572,dark,,330,normal,,300,TRUE,1,Liepard
29537,172,565,172,565,electric,,205,water,rock,495,FALSE,1,Typhlosion
29538,210,638,638,210,steel,fight,580,fairy,,450,TRUE,1,Gothitelle
29539,271,535,271,535,water,grass,340,water,,294,TRUE,0.25,Ho-oh
29540,738,511,511,738,grass,,316,bug,electric,500,FALSE,1,Abomasnow
29541,203,298,298,203,normal,fairy,190,normal,psychic,455,FALSE,1,Nuzleaf
29542,699,164,164,699,normal,flying,452,rock,ice,521,FALSE,4,Mega Mewtwo X
29543,425,158,158,425,water,,314,ghost,flying,348,FALSE,1,Zapdos
29544,326,783,783,326,dragon,fight,420,psychic,,470,FALSE,2,Pumpkaboo Large Size
29545,272,70,70,272,grass,poison,390,water,grass,480,FALSE,0.125,Kadabra
29546,54,783,783,54,dragon,fight,420,water,,320,TRUE,0.5,Pumpkaboo Large Size
29547,672,687,687,672,dark,psychic,482,grass,,350,TRUE,1,Bisharp
29548,488,695,695,488,electric,normal,481,psychic,,600,FALSE,1,Deino
29549,741,331,741,331,fire,flying,476,grass,,335,TRUE,0.25,Skiddo
29550,125,201,125,201,electric,,490,psychic,,336,TRUE,1,Mega Kangaskhan
29551,31,182,31,182,poison,ground,505,grass,,490,TRUE,1,Pikachu
29552,582,429,429,582,ghost,,495,ice,,305,TRUE,1,Deoxys Normal Forme
29553,212,701,212,701,bug,steel,600,fight,flying,500,TRUE,1,Espeon
29554,18,682,682,18,fairy,,341,normal,flying,579,FALSE,1,Mienshao
29555,533,546,546,533,grass,fairy,280,fight,,405,FALSE,0.5,Giratina Origin Forme
29556,729,412,729,412,water,,420,bug,,224,TRUE,1,Diggersby
29557,740,156,156,740,fire,,405,fight,ice,478,FALSE,0.5,Snorlax
29558,799,634,799,634,dark,dragon,570,dark,dragon,420,TRUE,1,Hoopa Unbound
29559,723,288,288,723,normal,,440,grass,flying,420,TRUE,1,Linoone
29560,271,769,271,769,water,grass,340,ghost,ground,320,TRUE,0.5,Ho-oh
29561,306,1,306,1,steel,rock,630,grass,poison,318,TRUE,0,Gardevoir
29562,515,18,515,18,water,,316,normal,flying,579,FALSE,1,Lickilicky
29563,706,261,706,261,dragon,,600,dark,,220,TRUE,1,Thundurus Therian Forme
29564,242,400,242,400,normal,,540,normal,water,410,TRUE,1,Remoraid
29565,464,362,362,464,ice,,580,ground,rock,535,TRUE,2,Flygon
29566,623,513,513,623,fire,,316,ground,ghost,483,FALSE,2,Weavile
29567,431,198,431,198,normal,,310,dark,flying,405,FALSE,1,Deoxys Defense Forme
29568,616,565,616,565,bug,,305,water,rock,495,FALSE,2,Darmanitan Standard Mode
29569,433,350,350,433,water,,540,psychic,,285,TRUE,1,Mega Sharpedo
29570,24,77,24,77,poison,,448,fire,,410,TRUE,1,Mega Pidgeot
29571,597,26,26,597,electric,electric,485,grass,steel,305,TRUE,0.5,Raticate
29572,574,355,574,355,psychic,,290,ghost,,295,FALSE,2,Simisear
29573,456,188,456,188,water,,330,grass,flying,340,FALSE,2,Shieldon
29574,114,512,114,512,grass,,435,grass,,498,FALSE,0.5,Marowak
29575,186,609,186,609,water,,500,ghost,fire,520,FALSE,0.5,Lanturn
29576,571,359,571,359,dark,,510,dark,,565,FALSE,0.5,Pansage
29577,361,686,361,686,ice,,300,dark,psychic,288,TRUE,1,Vibrava
29578,574,297,574,297,psychic,,290,fight,,474,FALSE,0.5,Simisear
29579,34,365,34,365,poison,ground,505,ice,water,530,FALSE,4,Sandslash
29580,223,496,496,223,grass,,413,water,,300,TRUE,0.5,Munchlax
29581,536,500,500,536,fire,fight,528,water,ground,384,TRUE,4,Hippopotas
29582,667,146,146,667,fire,flying,580,fire,normal,369,TRUE,0.5,Vaporeon
29583,67,123,67,123,fight,,405,bug,flying,500,FALSE,1,Poliwhirl
29584,594,769,769,594,ghost,ground,320,water,,470,FALSE,2,Amaura
29585,245,76,245,76,water,,580,rock,ground,495,TRUE,1,Mantine
29586,508,572,572,508,normal,,300,normal,,500,FALSE,1,Simisage
29587,671,225,225,671,ice,flying,330,fairy,,552,FALSE,1,Mega Steelix
29588,255,445,255,445,fire,,310,dragon,ground,700,FALSE,2,Smeargle
29589,784,442,442,784,ghost,dark,485,dragon,fight,600,FALSE,0,Starly
29590,159,575,159,575,water,,405,psychic,,390,TRUE,1,Moltres
29591,724,409,724,409,grass,ghost,530,rock,,495,TRUE,1,Delphox
29592,729,717,717,729,dark,flying,680,water,,420,TRUE,1,Meloetta Pirouette Forme
29593,501,62,62,501,water,fight,510,water,,308,TRUE,0.5,Mankey
29594,118,737,737,118,bug,electric,400,water,,320,TRUE,1,Pyroar
29595,516,738,738,516,bug,electric,500,water,,498,TRUE,1,Flabébé
29596,154,444,154,444,grass,,525,dragon,ground,410,TRUE,0.5,Aerodactyl
29597,148,333,148,333,dragon,,420,normal,flying,310,TRUE,1,Flareon
29598,216,600,600,216,steel,,440,normal,,330,TRUE,0.5,Sawk
29599,704,522,704,522,dragon,,300,electric,,295,TRUE,0.5,Tornadus Therian Forme
29600,780,239,780,239,normal,dragon,485,electric,,360,TRUE,0.5,Trevenant
29601,607,579,607,579,ghost,fire,275,psychic,,490,FALSE,1,Cottonee
29602,368,428,428,368,normal,,580,water,,485,TRUE,1,Jirachi
29603,641,372,372,641,dragon,,420,flying,,580,FALSE,1,Barboach
29604,151,717,717,151,dark,flying,680,psychic,,600,TRUE,0,Meloetta Pirouette Forme
29605,8,623,8,623,water,,405,ground,ghost,483,FALSE,1,Mega Charizard X
29606,379,106,106,379,fight,,455,steel,,580,FALSE,1,Hypno
29607,501,45,501,45,water,,308,grass,poison,490,FALSE,2,Hippowdon
29608,107,179,179,107,electric,,280,fight,,455,FALSE,1,Noctowl
29609,666,639,666,639,bug,flying,411,rock,fight,580,FALSE,1,Eelektross
29610,48,534,48,534,bug,poison,305,fight,,505,FALSE,0.25,Golbat
29611,100,92,92,100,ghost,poison,310,electric,,330,FALSE,1,Doduo
29612,97,451,451,97,poison,bug,330,psychic,,483,FALSE,2,Luxray
29613,253,37,37,253,fire,ice,299,grass,,405,FALSE,0.5,Nidoqueen
29614,526,300,526,300,rock,,515,normal,,260,TRUE,0.5,Porygon-Z
29615,585,783,783,585,dragon,fight,420,normal,grass,335,TRUE,0.5,Pumpkaboo Large Size
29616,764,338,338,764,rock,psychic,460,fairy,,485,FALSE,1,Electrike
29617,221,280,280,221,psychic,fairy,198,ice,ground,450,FALSE,1,Mega Blaziken
29618,353,121,121,353,water,psychic,520,ghost,,295,TRUE,2,Rhydon
29619,154,627,627,154,normal,flying,350,grass,,525,FALSE,0.5,Carracosta
29620,665,542,542,665,bug,grass,500,bug,,213,TRUE,2,Palkia
29621,437,213,437,213,steel,psychic,500,bug,rock,505,FALSE,0.5,Monferno
29622,683,530,683,530,fairy,,462,ground,steel,508,FALSE,2,Druddigon
29623,332,23,332,23,grass,dark,475,poison,,288,TRUE,2,Lairon
29624,106,467,467,106,fire,,540,fight,,455,TRUE,1,Floatzel
29625,741,58,58,741,fire,,350,fire,flying,476,FALSE,0.5,Meowth
29626,720,452,720,452,psychic,ghost,680,poison,dark,500,TRUE,2,Quilladin
29627,611,88,611,88,dragon,,410,poison,poison,325,TRUE,1,Basculin
29628,466,794,794,466,bug,fight,570,electric,,540,TRUE,1,Yveltal
29629,494,280,494,280,psychic,fire,600,psychic,fairy,198,TRUE,0.25,Garchomp
29630,348,578,348,578,rock,bug,495,psychic,,370,TRUE,1,Carvanha
29631,744,214,214,744,bug,fight,600,rock,,280,TRUE,1,Murkrow
29632,197,229,229,197,dark,fire,600,dark,,525,TRUE,0.5,Scizor
29633,464,231,464,231,ground,rock,535,ground,,330,TRUE,2,Vespiquen
29634,161,83,161,83,normal,,215,normal,flying,377,FALSE,1,Dragonair
29635,58,535,58,535,fire,,350,water,,294,TRUE,2,Meowth
29636,378,241,241,378,normal,,490,ice,,580,FALSE,1,Corsola
29637,129,139,139,129,rock,water,495,water,,200,TRUE,1,Tauros
29638,116,594,116,594,water,,295,water,,470,FALSE,0.5,Hitmonchan
29639,210,160,160,210,water,,530,fairy,,450,TRUE,1,Dratini
29640,209,745,745,209,rock,,487,fairy,,300,TRUE,1,Furfrou
29641,464,14,14,464,bug,poison,205,ground,rock,535,FALSE,2,Caterpie
29642,24,295,24,295,poison,,448,normal,,490,FALSE,1,Mega Pidgeot
29643,113,155,155,113,fire,,309,normal,,450,FALSE,1,Mega Aerodactyl
29644,688,11,11,688,bug,,205,rock,water,306,FALSE,2,Wartortle
29645,701,541,701,541,fight,flying,500,bug,grass,380,TRUE,0.125,Terrakion
29646,364,738,364,738,ice,water,410,bug,electric,500,FALSE,2,Cacturne
29647,243,457,243,457,electric,,580,water,,460,TRUE,1,Octillery
29648,604,209,209,604,fairy,,300,electric,,515,FALSE,1,Yanma
29649,145,310,145,310,electric,flying,580,electric,,575,TRUE,1,Eevee
29650,397,400,397,400,normal,flying,340,normal,water,410,FALSE,1,Glalie
29651,688,357,357,688,grass,flying,460,rock,water,306,TRUE,1,Spoink
29652,223,330,223,330,water,,300,ground,dragon,520,FALSE,1,Gligar
29653,453,433,453,433,poison,fight,300,psychic,,285,TRUE,4,Roserade
29654,314,533,314,533,bug,,430,fight,,405,TRUE,0.5,Slaking
29655,270,9,270,9,water,grass,220,water,,630,FALSE,0.25,Lugia
29656,19,40,40,19,normal,fairy,435,normal,dark,253,TRUE,0.5,Nidoking
29657,793,714,714,793,flying,dragon,245,rock,poison,570,FALSE,2,Keldeo Ordinary Forme
29658,204,647,204,647,bug,,290,water,fight,580,FALSE,0.5,Skiploom
29659,432,614,432,614,normal,,452,ice,,505,FALSE,1,Deoxys Speed Forme
29660,136,773,773,136,normal,,570,fire,,525,TRUE,1,Dedenne
29661,424,316,316,424,poison,,302,normal,,482,FALSE,1,Ninjask
29662,777,143,777,143,electric,steel,435,normal,,540,FALSE,0.5,Goodra
29663,193,530,193,530,bug,flying,390,ground,steel,508,FALSE,0,Xatu
29664,282,136,136,282,fire,,525,psychic,fairy,618,FALSE,0.5,Magmar
